wavelength,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10
510,1.37E-05,5.33E-06,6.41E-05,1.28E-04,0,0,0,0.00253398,1.08E-04,9.07E-05
512.5,1.13E-05,7.26E-06,5.56E-05,1.30E-04,0,0,0,0.00220246,1.41E-04,8.97E-05
515,8.96E-06,9.20E-06,4.72E-05,1.32E-04,0,0,0,0.00187094,1.74E-04,8.88E-05
517.5,6.58E-06,1.11E-05,3.87E-05,1.34E-04,0,0,0,0.00153942,2.07E-04,8.78E-05
520,4.21E-06,1.31E-05,3.03E-05,1.36E-04,0,0,0,0.0012079,2.40E-04,8.69E-05
522.5,7.11E-06,1.36E-05,3.70E-05,1.38E-04,0,0,0,9.79E-04,2.40E-04,9.11E-05
525,1.00E-05,1.42E-05,4.37E-05,1.40E-04,0,0,0,7.51E-04,2.39E-04,9.52E-05
527.5,1.29E-05,1.48E-05,5.03E-05,1.80E-04,0,0,0,5.22E-04,2.39E-04,9.94E-05
530,1.58E-05,1.54E-05,5.70E-05,2.60E-04,0,0,0,2.93E-04,2.38E-04,1.04E-04
532.5,1.28E-05,1.30E-05,5.38E-05,4.30E-04,0,0,0,2.93E-04,2.45E-04,1.13E-04
535,9.81E-06,1.07E-05,5.06E-05,9.28E-04,0,0,0,2.93E-04,2.52E-04,1.22E-04
537.5,6.81E-06,8.29E-06,4.74E-05,0.004300321,0,0,0,2.92E-04,2.59E-04,1.31E-04
540,3.81E-06,5.92E-06,4.43E-05,0.033292093,0,0,0,2.92E-04,2.66E-04,1.41E-04
542.5,6.51E-06,7.99E-06,4.82E-05,0.235391827,0,0,0,3.00E-04,2.58E-04,1.65E-04
545,9.20E-06,1.01E-05,5.21E-05,0.666600563,0,0,0,3.07E-04,2.51E-04,1.89E-04
547.5,1.19E-05,1.21E-05,5.61E-05,0.951708458,0,0,0,3.15E-04,2.43E-04,2.14E-04
550,1.46E-05,1.42E-05,6.00E-05,0.997083579,0,0,0,3.23E-04,2.36E-04,2.38E-04
552.5,1.46E-05,1.24E-05,1.38E-04,0.991548545,0,0,0,3.10E-04,1.87E-04,2.55E-04
555,1.45E-05,1.06E-05,2.16E-04,0.983095298,0,0,0,2.97E-04,1.39E-04,2.71E-04
557.5,1.45E-05,8.81E-06,2.95E-04,0.983590954,0,0,0,2.84E-04,9.04E-05,2.88E-04
560,1.44E-05,7.01E-06,3.73E-04,0.944834107,0,0,0,2.71E-04,4.19E-05,3.04E-04
562.5,1.83E-05,7.08E-06,6.07E-04,0.721060709,0,0,0,2.63E-04,3.29E-05,3.48E-04
565,2.22E-05,7.14E-06,8.40E-04,0.298525426,0,0,0,2.55E-04,2.40E-05,3.91E-04
567.5,2.61E-05,7.21E-06,0.001074045,0.045387417,0,0,0,2.48E-04,1.50E-05,4.35E-04
570,3.00E-05,7.27E-06,0.00130776,0.00294417,0,0,0,2.40E-04,5.99E-06,4.78E-04
572.5,3.25E-05,7.56E-06,0.001008671,5.69E-04,0,0,0,1.85E-04,4.78E-06,3.87E-04
575,3.49E-05,7.85E-06,7.10E-04,1.51E-04,0,0,0,1.31E-04,3.58E-06,2.96E-04
577.5,3.74E-05,8.14E-06,4.10E-04,3.00E-05,0,0,0,7.70E-05,2.37E-06,2.04E-04
580,3.98E-05,8.43E-06,1.11E-04,6.05E-09,0,0,0,2.28E-05,1.16E-06,1.13E-04
582.5,3.83E-05,6.68E-06,1.96E-04,1.49E-05,0,0,0,3.37E-05,1.02E-06,2.29E-04
585,3.67E-05,4.94E-06,2.80E-04,1.00E-05,0,0,0,4.46E-05,8.78E-07,3.45E-04
587.5,3.52E-05,3.19E-06,3.64E-04,1.00E-05,0,0,0,5.55E-05,7.38E-07,4.61E-04
590,3.36E-05,1.45E-06,4.48E-04,9.99E-06,0,0,0,6.64E-05,5.98E-07,5.76E-04
592.5,3.27E-05,2.21E-06,3.59E-04,1.44E-05,0,0,0,4.99E-05,7.58E-07,4.49E-04
595,3.18E-05,2.97E-06,2.69E-04,1.88E-05,0,0,0,3.34E-05,9.17E-07,3.21E-04
597.5,3.09E-05,3.74E-06,1.79E-04,2.31E-05,0,0,0,1.70E-05,1.08E-06,1.93E-04
600,3.00E-05,4.50E-06,8.96E-05,2.75E-05,0,0,0,4.87E-07,1.24E-06,6.58E-05
602.5,3.83E-05,1.20E-05,7.21E-05,2.61E-05,0,0,0,2.28E-06,1.41E-06,6.09E-05
605,1.10E-04,1.96E-05,5.45E-05,2.46E-05,0,0,0,4.08E-06,1.59E-06,5.61E-05
607.5,3.77E-04,2.71E-05,3.70E-05,2.32E-05,0,0,0,5.87E-06,1.77E-06,5.13E-05
610,0.00109,3.46E-05,1.95E-05,2.17E-05,0,0,0,7.67E-06,1.95E-06,4.64E-05
612.5,0.005198333,3.59E-05,1.50E-05,1.82E-05,0,0,0,7.10E-06,2.23E-06,6.13E-05
615,0.025932804,3.72E-05,1.06E-05,1.47E-05,0,0,0,6.53E-06,2.51E-06,7.62E-05
617.5,0.145762499,3.86E-05,6.15E-06,1.11E-05,0,0,0,5.96E-06,2.80E-06,9.10E-05
620,0.387932577,3.99E-05,1.71E-06,7.63E-06,0,0,0,5.39E-06,3.08E-06,1.06E-04
622.5,0.643334027,4.84E-05,2.19E-06,1.28E-05,0,0,0,5.47E-06,2.95E-06,8.57E-05
625,0.764621569,5.69E-05,2.67E-06,1.80E-05,0,0,0,5.55E-06,2.81E-06,6.56E-05
627.5,0.776573841,6.54E-05,3.15E-06,2.31E-05,0,0,0,5.63E-06,2.68E-06,4.55E-05
630,0.783990726,7.39E-05,3.63E-06,2.83E-05,0,0,0,5.71E-06,2.54E-06,2.53E-05
632.5,0.788531254,8.58E-05,3.22E-06,2.34E-05,0,0,0,5.69E-06,3.10E-06,1.92E-05
635,0.796407326,9.76E-05,2.81E-06,1.86E-05,0,0,0,5.67E-06,3.65E-06,1.31E-05
637.5,0.809103221,1.09E-04,2.39E-06,1.37E-05,0,0,0,5.64E-06,4.20E-06,7.02E-06
640,0.823737852,1.21E-04,1.98E-06,8.84E-06,0,0,0,5.62E-06,4.76E-06,9.22E-07
642.5,0.843320024,1.29E-04,7.58E-06,8.48E-06,0,0,0,5.61E-06,5.12E-06,2.11E-06
645,0.87027286,1.37E-04,1.32E-05,8.12E-06,0,0,0,5.60E-06,5.48E-06,3.30E-06
647.5,0.903139559,1.45E-04,1.88E-05,7.76E-06,0,0,0,5.59E-06,5.84E-06,4.48E-06
650,0.925056087,1.53E-04,2.44E-05,7.40E-06,0,0,0,5.58E-06,6.20E-06,5.67E-06
652.5,0.961810787,1.96E-04,2.42E-05,5.56E-06,0,0,0,8.85E-06,5.54E-06,5.80E-06
655,0.991858983,2.40E-04,2.40E-05,3.71E-06,0,0,0,1.21E-05,4.88E-06,5.93E-06
657.5,0.998572676,2.84E-04,2.38E-05,1.86E-06,0,0,0,1.54E-05,4.21E-06,6.06E-06
660,0.965724782,3.27E-04,2.37E-05,1.00E-08,0,0,0,1.86E-05,3.55E-06,6.19E-06
662.5,0.842614705,3.34E-04,1.97E-05,1.42E-06,0,0,0,1.52E-05,3.68E-06,5.09E-06
665,0.72758711,3.41E-04,1.56E-05,2.83E-06,0,0,0,1.17E-05,3.81E-06,3.98E-06
667.5,0.577630679,3.48E-04,1.16E-05,4.25E-06,0,0,0,8.26E-06,3.94E-06,2.88E-06
670,0.395905601,3.55E-04,7.62E-06,5.66E-06,0,0,0,4.80E-06,4.06E-06,1.77E-06
672.5,0.218723199,3.46E-04,9.13E-06,5.33E-06,0,0,0,4.68E-06,3.54E-06,2.35E-06
675,0.096176076,3.38E-04,1.06E-05,5.01E-06,0,0,0,4.55E-06,3.01E-06,2.93E-06
677.5,0.043134017,3.29E-04,1.22E-05,4.68E-06,0,0,0,4.43E-06,2.48E-06,3.51E-06
680,0.015364162,3.20E-04,1.37E-05,4.35E-06,0,0,0,4.31E-06,1.95E-06,4.09E-06
682.5,0.007699196,2.54E-04,2.01E-05,6.62E-06,0,0,0,4.04E-06,1.47E-06,3.37E-06
685,0.00205,1.87E-04,2.66E-05,8.88E-06,0,0,0,3.78E-06,9.82E-07,2.64E-06
687.5,1.00E-03,1.20E-04,3.31E-05,1.11E-05,0,0,0,3.51E-06,4.96E-07,1.92E-06
690,4.50E-04,5.34E-05,3.95E-05,1.34E-05,0,0,0,3.25E-06,1.00E-08,1.20E-06
692.5,2.58E-04,9.37E-05,3.22E-05,1.15E-05,0,0,0,3.77E-06,9.35E-07,2.86E-06
695,1.00E-04,1.34E-04,2.48E-05,9.52E-06,0,0,0,4.28E-06,1.86E-06,4.52E-06
697.5,5.00E-05,1.74E-04,1.75E-05,7.58E-06,0,0,0,4.80E-06,2.79E-06,6.18E-06
700,3.00E-05,2.14E-04,1.01E-05,5.64E-06,0,0,0,5.31E-06,3.71E-06,7.85E-06
702.5,1.33E-05,1.70E-04,1.24E-05,4.72E-06,0,0,0,5.10E-06,3.75E-06,5.99E-06
705,1.00E-05,1.26E-04,1.48E-05,3.80E-06,0,0,0,4.88E-06,3.80E-06,4.13E-06
707.5,5.00E-06,8.19E-05,1.71E-05,2.89E-06,0,0,0,4.67E-06,3.84E-06,2.27E-06
710,1.00E-08,3.77E-05,1.94E-05,1.97E-06,0,0,0,4.45E-06,3.89E-06,4.11E-07
712.5,4.88E-06,3.63E-05,1.70E-05,4.19E-06,0,0,0,3.34E-06,3.89E-06,8.75E-07
715,9.76E-06,3.49E-05,1.46E-05,6.42E-06,0,0,0,2.23E-06,3.89E-06,1.34E-06
717.5,1.46E-05,3.36E-05,1.22E-05,8.64E-06,0,0,0,1.12E-06,3.90E-06,1.80E-06
720,1.95E-05,3.22E-05,9.75E-06,1.09E-05,0,0,0,1.00E-08,3.90E-06,2.27E-06
722.5,1.60E-05,3.52E-05,1.38E-05,1.30E-05,0,0,0,1.79E-07,3.14E-06,2.08E-06
725,1.25E-05,3.83E-05,1.79E-05,1.51E-05,0,0,0,3.48E-07,2.39E-06,1.89E-06
727.5,8.95E-06,4.13E-05,2.20E-05,1.73E-05,0,0,0,5.16E-07,1.63E-06,1.71E-06
730,5.44E-06,4.43E-05,2.61E-05,1.94E-05,0,0,0,6.85E-07,8.70E-07,1.52E-06
732.5,1.65E-05,3.99E-05,3.26E-05,1.66E-05,0,0,0,1.30E-06,1.15E-06,1.72E-06
735,2.76E-05,3.54E-05,3.91E-05,1.38E-05,0,0,0,1.91E-06,1.43E-06,1.91E-06
737.5,3.86E-05,3.10E-05,4.56E-05,1.11E-05,0,0,0,2.52E-06,1.71E-06,2.11E-06
740,4.97E-05,2.65E-05,5.22E-05,8.30E-06,0,0,0,3.13E-06,1.99E-06,2.31E-06
742.5,4.45E-05,3.10E-05,4.20E-05,7.82E-06,0,0,0,3.70E-06,3.50E-06,4.40E-06
745,3.92E-05,3.55E-05,3.18E-05,7.34E-06,0,0,0,4.27E-06,5.01E-06,6.49E-06
747.5,3.39E-05,4.00E-05,2.16E-05,6.87E-06,0,0,0,4.85E-06,6.52E-06,8.58E-06
750,2.87E-05,4.45E-05,1.15E-05,6.39E-06,0,0,0,5.42E-06,8.03E-06,1.07E-05
752.5,3.19E-05,6.97E-05,2.36E-05,1.59E-05,0,0,0,1.09E-05,6.02E-06,8.00E-06
755,3.51E-05,9.49E-05,3.57E-05,2.54E-05,0,0,0,1.63E-05,4.02E-06,5.34E-06
757.5,3.83E-05,1.20E-04,4.77E-05,3.49E-05,0,0,0,2.18E-05,2.01E-06,2.67E-06
760,4.15E-05,1.45E-04,5.98E-05,4.45E-05,0,0,0,2.72E-05,1.00E-08,1.00E-08
762.5,3.11E-05,1.65E-04,4.68E-05,3.44E-05,0,0,0,2.38E-05,1.96E-06,1.37E-06
765,2.08E-05,1.84E-04,3.38E-05,2.44E-05,0,0,0,2.04E-05,3.90E-06,2.72E-06
767.5,1.04E-05,2.04E-04,2.08E-05,1.44E-05,0,0,0,1.69E-05,5.85E-06,4.08E-06
770,1.00E-08,2.23E-04,7.79E-06,4.34E-06,0,0,0,1.35E-05,7.79E-06,5.44E-06
772.5,5.71E-06,2.82E-04,8.12E-06,8.33E-06,0,0,0,1.01E-05,6.07E-06,4.34E-06
775,1.14E-05,3.41E-04,8.45E-06,1.23E-05,0,0,0,6.75E-06,4.35E-06,3.25E-06
777.5,1.71E-05,4.01E-04,8.78E-06,1.63E-05,0,0,0,3.38E-06,2.63E-06,2.15E-06
780,2.28E-05,4.60E-04,9.11E-06,2.03E-05,0,0,0,1.00E-08,9.11E-07,1.06E-06
782.5,5.71E-05,5.02E-04,6.84E-06,1.82E-05,0,0,0,1.68E-06,3.61E-06,3.58E-06
785,9.14E-05,5.45E-04,4.56E-06,1.61E-05,0,0,0,3.36E-06,6.31E-06,6.10E-06
787.5,1.26E-04,5.88E-04,2.29E-06,1.40E-05,0,0,0,5.03E-06,9.01E-06,8.62E-06
790,1.60E-04,6.30E-04,1.00E-08,1.19E-05,0,0,0,6.71E-06,1.17E-05,1.11E-05
792.5,1.24E-04,7.90E-04,2.61E-05,1.40E-05,0,0,0,6.00E-06,1.28E-05,1.16E-05
795,8.77E-05,9.51E-04,5.23E-05,1.62E-05,0,0,0,5.29E-06,1.39E-05,1.20E-05
797.5,5.16E-05,0.001110834,7.84E-05,1.84E-05,0,0,0,4.58E-06,1.49E-05,1.24E-05
800,1.54E-05,0.00127104,1.05E-04,2.06E-05,0,0,0,3.87E-06,1.60E-05,1.29E-05
802.5,1.59E-05,0.001145806,1.05E-04,2.12E-05,0,0,0,5.10E-06,1.20E-05,9.66E-06
805,1.64E-05,0.001020571,1.05E-04,2.19E-05,0,0,0,6.33E-06,8.00E-06,6.44E-06
807.5,1.69E-05,0.00141216,1.05E-04,2.26E-05,0,0,0,7.55E-06,4.01E-06,3.23E-06
810,1.74E-05,0.001768916,1.05E-04,2.33E-05,0,0,0,8.78E-06,1.00E-08,1.00E-08
812.5,1.79E-05,0.002093662,1.23E-04,2.82E-05,0,0,0,7.80E-06,1.55E-06,5.40E-06
815,1.84E-05,0.002868149,1.41E-04,3.32E-05,0,0,0,6.83E-06,3.10E-06,1.08E-05
817.5,1.88E-05,0.005437077,1.60E-04,3.81E-05,0,0,0,5.85E-06,4.64E-06,1.62E-05
820,1.93E-05,0.010374324,1.78E-04,4.31E-05,0,0,0,4.87E-06,6.19E-06,2.16E-05
822.5,6.02E-05,0.023040986,1.39E-04,3.46E-05,0,0,0,4.94E-06,5.46E-06,1.62E-05
825,1.01E-04,0.045124761,1.01E-04,2.61E-05,0,0,0,5.00E-06,4.72E-06,1.08E-05
827.5,1.42E-04,0.082641178,6.28E-05,1.76E-05,0,0,0,5.07E-06,3.99E-06,5.40E-06
830,1.83E-04,0.129416733,2.44E-05,9.08E-06,0,0,0,5.13E-06,3.26E-06,1.00E-08
832.5,2.18E-04,0.194143951,2.05E-05,1.64E-05,0,0,0,1.20E-05,6.32E-06,4.51E-06
835,2.53E-04,0.285252228,1.65E-05,2.37E-05,0,0,0,1.88E-05,9.38E-06,9.02E-06
837.5,2.88E-04,0.447714111,1.26E-05,3.10E-05,0,0,0,2.57E-05,1.24E-05,1.35E-05
840,3.23E-04,0.653729897,8.63E-06,3.83E-05,0,0,0,3.25E-05,1.55E-05,1.80E-05
842.5,3.62E-04,0.84196458,1.65E-05,3.32E-05,0,0,0,3.82E-05,1.56E-05,1.82E-05
845,4.01E-04,0.976059539,2.43E-05,2.81E-05,0,0,0,4.39E-05,1.57E-05,1.83E-05
847.5,4.40E-04,0.997573913,3.21E-05,2.29E-05,0,0,0,4.96E-05,1.59E-05,1.84E-05
850,4.79E-04,0.989457824,3.99E-05,1.78E-05,0,0,0,5.53E-05,1.60E-05,1.86E-05
852.5,4.46E-04,0.974723131,5.38E-05,1.74E-05,0,0,0,4.96E-05,1.46E-05,2.33E-05
855,4.14E-04,0.965219792,6.78E-05,1.71E-05,0,0,0,4.39E-05,1.31E-05,2.81E-05
857.5,3.81E-04,0.970807427,8.17E-05,1.67E-05,0,0,0,3.82E-05,1.17E-05,3.29E-05
860,3.49E-04,0.972886096,9.56E-05,1.64E-05,0,0,0,3.24E-05,1.03E-05,3.76E-05
862.5,3.03E-04,0.990975189,7.50E-05,3.99E-05,0,0,0,3.21E-05,9.05E-06,2.90E-05
865,2.57E-04,0.990408496,5.44E-05,6.35E-05,0,0,0,3.19E-05,7.80E-06,2.04E-05
867.5,2.11E-04,0.970420942,3.38E-05,8.71E-05,0,0,0,3.16E-05,6.55E-06,1.17E-05
870,1.65E-04,0.923077353,1.32E-05,1.11E-04,0,0,0,3.13E-05,5.30E-06,3.08E-06
872.5,1.27E-04,0.802674844,3.74E-05,9.59E-05,0,0,0,2.94E-05,3.98E-06,4.33E-06
875,8.98E-05,0.622680171,6.16E-05,8.11E-05,0,0,0,2.75E-05,2.65E-06,5.58E-06
877.5,5.21E-05,0.390282586,8.59E-05,6.64E-05,0,0,0,2.56E-05,1.33E-06,6.83E-06
880,1.45E-05,0.196346443,1.10E-04,5.16E-05,0,0,0,2.37E-05,1.00E-08,8.09E-06
882.5,2.04E-05,0.104564002,9.53E-05,4.16E-05,0,0,0,1.98E-05,3.57E-06,9.02E-06
885,2.64E-05,0.056917866,8.05E-05,3.15E-05,0,0,0,1.59E-05,7.13E-06,9.96E-06
887.5,3.23E-05,0.039992363,6.57E-05,2.14E-05,0,0,0,1.19E-05,1.07E-05,1.09E-05
890,3.82E-05,0.030109988,5.09E-05,1.13E-05,0,0,0,8.01E-06,1.43E-05,1.18E-05
892.5,4.53E-05,0.024341567,3.82E-05,1.10E-05,0,0,0,8.46E-06,1.20E-05,9.65E-06
895,5.24E-05,0.018933967,2.54E-05,1.06E-05,0,0,0,8.90E-06,9.79E-06,7.47E-06
897.5,5.94E-05,0.013577814,1.27E-05,1.03E-05,0,0,0,9.34E-06,7.56E-06,5.28E-06
900,6.65E-05,0.00869499,1.00E-08,9.89E-06,0,0,0,9.78E-06,5.33E-06,3.10E-06
902.5,5.72E-05,0.007088633,3.92E-06,1.61E-05,0,0,0,7.95E-06,4.39E-06,3.46E-06
905,4.79E-05,0.005482275,7.83E-06,2.24E-05,0,0,0,6.12E-06,3.45E-06,3.82E-06
907.5,3.86E-05,0.003875918,1.17E-05,2.86E-05,0,0,0,4.29E-06,2.51E-06,4.19E-06
910,2.93E-05,0.00226956,1.56E-05,3.49E-05,0,0,0,2.46E-06,1.56E-06,4.55E-06
912.5,3.51E-05,0.00233468,2.14E-05,2.71E-05,0,0,0,7.10E-06,1.70E-06,4.43E-06
915,4.10E-05,0.0023998,2.71E-05,1.94E-05,0,0,0,1.17E-05,1.84E-06,4.32E-06
917.5,4.68E-05,0.00246492,3.29E-05,1.16E-05,0,0,0,1.64E-05,1.97E-06,4.20E-06
920,5.27E-05,0.00253004,3.86E-05,3.91E-06,0,0,0,2.10E-05,2.11E-06,4.09E-06
922.5,4.15E-05,0.002233108,3.84E-05,1.35E-05,0,0,0,1.70E-05,2.68E-06,4.71E-06
925,3.03E-05,0.001936175,3.82E-05,2.30E-05,0,0,0,1.30E-05,3.26E-06,5.34E-06
927.5,1.91E-05,0.001639243,3.80E-05,3.26E-05,0,0,0,8.98E-06,3.84E-06,5.97E-06
930,7.87E-06,0.00134231,3.78E-05,4.21E-05,0,0,0,4.96E-06,4.41E-06,6.60E-06
932.5,1.14E-05,0.001142149,2.84E-05,3.24E-05,0,0,0,5.78E-06,4.18E-06,6.64E-06
935,1.48E-05,9.42E-04,1.89E-05,2.27E-05,0,0,0,6.60E-06,3.95E-06,6.68E-06
937.5,1.83E-05,7.42E-04,9.46E-06,1.30E-05,0,0,0,7.42E-06,3.72E-06,6.72E-06
940,2.18E-05,5.42E-04,1.00E-08,3.24E-06,0,0,0,8.24E-06,3.49E-06,6.76E-06
942.5,3.31E-05,6.77E-04,6.05E-06,1.29E-05,0,0,0,1.10E-05,3.96E-06,5.07E-06
945,4.45E-05,8.12E-04,1.21E-05,2.26E-05,0,0,0,1.39E-05,4.43E-06,3.39E-06
947.5,5.58E-05,9.47E-04,1.81E-05,3.22E-05,0,0,0,1.67E-05,4.90E-06,1.70E-06
950,6.71E-05,0.00108192,2.42E-05,4.19E-05,0,0,0,1.95E-05,5.37E-06,1.00E-08
952.5,6.14E-05,9.82E-04,3.21E-05,3.50E-05,0,0,0,1.52E-05,4.92E-06,1.19E-06
955,5.58E-05,8.83E-04,4.00E-05,2.80E-05,0,0,0,1.09E-05,4.46E-06,2.36E-06
957.5,5.01E-05,7.84E-04,4.79E-05,2.11E-05,0,0,0,6.66E-06,4.01E-06,3.54E-06
960,4.44E-05,6.84E-04,5.58E-05,1.41E-05,0,0,0,2.40E-06,3.55E-06,4.72E-06
962.5,6.48E-05,6.90E-04,4.24E-05,1.33E-05,0,0,0,1.99E-06,3.26E-06,4.24E-06
